0.0972757,0.0972757,0,0,0,0.0556262,0,0.065769,0,0,0,0,0.128782,0,0.0289086,0,0,0,0,0,0,0,0,0,0,0,0.0972757,0,0,0,0,0,0,0.0788455,0,0,0,0,0,0,0.0972757,0,0,0,0,0,0,0,0.128782,0,0,0,0,0,0,0,0,0.128782,0,0,0,0,0,0,0,0,0,0,0.0972757,0,0,0,0.128782,0,0,0,0,0,0,0,0,0,0,0.128782,0,0,0,0,0,0,0,0,0.128782,0,0.128782,0.128782,0,0,0,0,0,0,0,0,0,0,0,0,0.128782,0,0.0788455,0,0,0,0,0,0,0.128782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972757,0.128782,0,0
0.0611447,0.0611447,0,0,0,0,0.080949,0,0,0,0,0.080949,0,0,0.109027,0,0,0,0.080949,0,0,0.080949,0.080949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080949,0.080949,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0,0,0.0611447,0,0,0.0991201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0,0.080949,0.04956,0,0,0.080949,0,0,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0,0,0.080949,0.080949,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0.080949,0,0,0.0611447,0,0.080949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0.080949,0.080949,0,0,0,0,0,0,0,0,0,0,0.080949,0,0,0,0,0,0,0,0
0,0,0.0578207,0.0578207,0.0578207,0,0,0,0.0578207,0,0,0,0,0,0.0778762,0.0578207,0,0,0,0,0.0578207,0,0,0,0,0,0,0.0436748,0.0578207,0,0.0578207,0,0,0,0.0578207,0,0,0,0,0,0,0,0,0,0,0,0.0578207,0,0,0,0,0.0578207,0,0,0,0.0578207,0.0578207,0,0,0.0578207,0,0,0.0578207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354,0,0,0.0578207,0,0,0,0,0,0.0578207,0,0,0,0.0578207,0,0,0,0,0,0.0578207,0,0.0578207,0.0436748,0,0,0,0,0,0.0354,0,0,0,0,0,0,0,0.0578207,0,0,0,0,0.0578207,0,0,0,0.0578207,0,0.0578207,0.0578207,0,0,0,0,0,0.0578207,0,0,0,0,0,0,0,0,0,0,0.0578207,0.0436748,0,0,0,0.0578207,0.0436748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436748,0.0578207,0,0,0,0,0,0,0,0,0.0578207,0.0578207,0.0354,0.0578207,0,0,0,0,0,0.0578207,0,0,0.0578207,0,0,0,0,0,0.0578207
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529991,0,0,0,0,0,0,0,0,0,0,0,0.178339,0,0,0,0,0,0,0,0,0.178339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236101,0,0,0,0,0,0,0,0,0,0,0,0,0.236101,0,0,0,0,0,0,0,0,0,0,0,0.236101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.236101,0,0,0,0,0,0,0,0,0.14455,0,0,0,0,0,0,0.236101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119248,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108413,0,0,0,0,0,0,0,0,0.133754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0.133754,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0.177076,0,0,0,0.133754,0,0.177076,0,0,0,0,0,0,0,0,0,0.108413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.217939,0,0,0,0,0.0978444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217939,0,0,0,0,0,0,0,0,0,0.217939,0,0,0,0,0,0,0,0,0.217939,0,0,0,0,0,0,0.217939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16462,0,0,0,0,0,0,0,0,0.16462,0.133431,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0.149116,0.0669462,0,0.149116,0,0,0,0,0,0,0.149116,0,0,0,0,0,0,0,0,0,0,0,0.112635,0,0,0.149116,0,0,0,0,0,0,0,0,0.112635,0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0,0,0.112635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149116,0,0.149116,0,0,0.112635,0,0,0.149116,0,0,0,0
0,0,0,0,0,0.0719868,0,0.0851129,0,0,0,0,0,0,0.0748222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125886,0,0,0,0,0.16666,0,0,0,0,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666,0,0,0,0,0,0,0,0.102035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666,0,0,0,0.16666,0,0,0,0,0,0.16666,0,0,0,0,0,0,0.251772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102035,0,0,0,0,0,0,0,0,0,0,0,0.16666,0
0,0,0,0,0,0,0,0.0904324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0.177076,0,0,0,0.177076,0.177076,0,0,0,0,0,0,0,0,0,0.133754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0.133754,0,0,0,0,0,0,0.177076,0,0,0,0,0,0.177076,0,0,0,0,0,0,0.108413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0.177076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133754,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404745,0,0,0,0,0,0.404745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2478,0,0,0,0,0,0,0,0,0,0,0,0,0.404745,0,0,0,0,0,0,0,0,0.404745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.404745,0,0,0,0,0
